"nm0000456";"Holly Hunter";"157";"1958-03-20";"tt5462602"
"nm0000458";"William Hurt";"188";"1950-03-20";\N
"nm0000459";"Timothy Hutton";"183";"1960-08-16";\N
"nm0000460";"Jeremy Irons";"187";"1948-09-19";\N
"nm0000461";"Michael Ironside";"179";"1950-02-12";\N
"nm0000463";"Famke Janssen";"182";"1964-11-05";\N
"nm0000465";"Ron Jeremy";"171";"1953-03-12";\N
"nm0000467";"Don Johnson";"175";"1949-12-15";\N
"nm0000473";"Diane Keaton";"169";"1946-01-05";\N
"nm0000474";"Michael Keaton";"175";"1951-09-05";"tt4276820"
"nm0000476";"Sally Kirkland";"175";"1941-10-31";\N
"nm0000483";"Christopher Lambert";"181";"1957-03-29";\N
"nm0000487";"Ang Lee";"170";"1954-10-23";\N
"nm0000490";"Spike Lee";"165";"1957-03-20";"tt7349662"
"nm0000492";"Jennifer Jason Leigh";"160";"1962-02-05";\N
"nm0000496";"Juliette Lewis";"168";"1973-06-21";\N
"nm0000499";"Bai Ling";"160";"1966-10-10";\N
"nm0000500";"Richard Linklater";"175";"1960-07-30";\N
"nm0000501";"Ray Liotta";"183";"1954-12-18";\N
"nm0000502";"Christopher Lloyd";"185";"1938-10-22";\N
"nm0000504";"Amy Locane";"168";"1971-12-19";\N
"nm0000505";"Nia Long";"157";"1970-10-30";\N
"nm0000507";"Rob Lowe";"178";"1964-03-17";\N
"nm0000510";"Andie MacDowell";"173";"1958-04-21";\N
"nm0000511";"Shirley MacLaine";"170";"1934-04-24";\N
"nm0000513";"William H. Macy";"173";"1950-03-13";\N
"nm0000514";"Michael Madsen";"188";"1957-09-25";\N
"nm0000517";"Terrence Malick";"170";"1943-11-30";\N
"nm0000518";"John Malkovich";"183";"1953-12-09";\N
"nm0000522";"Vanessa Marcil";"163";"1968-10-15";\N
"nm0000524";"Mary Stuart Masterson";"163";"1966-06-28";\N
"nm0000526";"Samantha Mathis";"165";"1970-05-12";\N
"nm0000529";"Debi Mazar";"165";"1964-08-13";\N
"nm0000532";"Malcolm McDowell";"174";"1943-06-13";\N
"nm0000538";"Colm Meaney";"180";"1953-05-30";\N
"nm0000539";"Dina Meyer";"170";"1968-12-22";\N
"nm0000540";"Russ Meyer";"185";"1922-03-21";\N
"nm0000542";"Penelope Ann Miller";"170";"1964-01-13";\N
"nm0000545";"Helen Mirren";"163";"1945-07-26";\N
"nm0000546";"Matthew Modine";"191";"1959-03-22";"tt2932536"
"nm0000547";"Alfred Molina";"189";"1953-05-24";\N
"nm0000551";"Dermot Mulroney";"177";"1963-10-31";\N
"nm0000552";"Eddie Murphy";"175";"1961-04-03";\N
"nm0000553";"Liam Neeson";"193";"1952-06-07";\N
"nm0000554";"Sam Neill";"182";"1947-09-14";\N
"nm0000555";"Judd Nelson";"178";"1959-11-28";\N
"nm0000560";"Nick Nolte";"183";"1941-02-08";\N
"nm0000565";"Lena Olin";"178";"1955-03-22";\N
"nm0000566";"Julia Ormond";"171";"1965-01-04";\N
"nm0000568";"Frank Oz";"188";"1944-05-25";\N
"nm0000571";"Mary-Louise Parker";"171";"1964-08-02";\N
"nm0000572";"Sarah Jessica Parker";"160";"1965-03-25";\N
"nm0000573";"Dolly Parton";"152";"1946-01-19";\N
"nm0000574";"Jason Patric";"178";"1966-06-17";\N
"nm0000575";"Alexandra Paul";"178";"1963-07-29";\N
"nm0000576";"Sean Penn";"173";"1960-08-17";\N
"nm0000579";"Ron Perlman";"185";"1950-04-13";\N
"nm0000583";"Wolfgang Petersen";"178";"1941-03-14";\N
"nm0000588";"Martha Plimpton";"165";"1970-11-16";\N
"nm0000596";"Jonathan Pryce";"183";"1947-06-01";"tt3750872"
"nm0000597";"Bill Pullman";"187";"1953-12-17";\N
"nm0000598";"Dennis Quaid";"183";"1954-04-09";\N
"nm0000599";"Kathleen Quinlan";"165";"1954-11-19";\N
"nm0000600";"Sam Raimi";"180";"1959-10-23";"tt0083907"
"nm0000603";"Vanessa Redgrave";"181";"1937-01-30";\N
"nm0000604";"John C. Reilly";"188";"1965-05-24";\N
"nm0000606";"Jean Reno";"188";"1948-07-30";\N
"nm0000610";"Giovanni Ribisi";"171";"1974-12-17";\N
"nm0000612";"Denise Richards";"168";"1971-02-17";\N
"nm0000613";"Joely Richardson";"178";"1965-01-09";\N
"nm0000616";"Eric Roberts";"178";"1956-04-18";"tt5836706"
"nm0000619";"Tim Roth";"170";"1961-05-14";\N
"nm0000620";"Mickey Rourke";"180";"1952-09-16";\N
"nm0000623";"Rene Russo";"173";"1954-02-17";\N
"nm0000627";"Greta Scacchi";"173";"1960-02-18";\N
"nm0000628";"Johnathon Schaech";"180";"1969-09-10";\N
"nm0000631";"Ridley Scott";"174";"1937-11-30";\N
"nm0000638";"William Shatner";"177";"1931-03-22";\N
"nm0000642";"Marina Sirtis";"160";"1955-03-29";\N
"nm0000644";"Helen Slater";"173";"1963-12-15";\N
"nm0000649";"Paul Sorvino";"191";"1939-04-13";\N
"nm0000650";"Talisa Soto";"173";"1967-03-27";\N
"nm0000654";"Terence Stamp";"183";"1938-07-22";\N
"nm0000655";"Eric Stoltz";"180";"1961-09-30";\N
"nm0000656";"Madeleine Stowe";"173";"1958-08-18";\N
"nm0000657";"David Strathairn";"182";"1949-01-26";\N
"nm0000661";"Donald Sutherland";"192";"1935-07-17";\N
"nm0000662";"Kiefer Sutherland";"174";"1966-12-21";\N
"nm0000665";"D.B. Sweeney";"183";"1961-11-14";\N
"nm0000666";"Lili Taylor";"157";"1967-02-20";\N
"nm0000667";"David Thewlis";"190";"1963-03-20";"tt0451279"
"nm0000668";"Emma Thompson";"173";"1959-04-15";\N
"nm0000670";"Lea Thompson";"160";"1961-05-31";\N
"nm0000671";"Billy Bob Thornton";"178";"1955-08-04";\N
"nm0000673";"Marisa Tomei";"164";"1964-12-04";\N
"nm0000675";"Jeanne Tripplehorn";"170";"1963-06-10";\N
"nm0000677";"Robin Tunney";"163";"1972-06-19";\N
"nm0000678";"Kathleen Turner";"173";"1954-06-19";\N
"nm0000679";"Deborah Kara Unger";"170";"1966-05-12";\N
"nm0000680";"Casper Van Dien";"178";"1968-12-18";"tt0437086"
"nm0000681";"Vince Vaughn";"196";"1970-03-28";"tt5657856"
"nm0000685";"Jon Voight";"189";"1938-12-29";\N
"nm0000689";"Julie Warner";"160";"1965-02-09";\N
"nm0000700";"Debra Winger";"163";"1955-05-16";\N
"nm0000701";"Kate Winslet";"169";"1975-10-05";\N
"nm0000702";"Reese Witherspoon";"157";"1976-03-22";\N
"nm0000704";"Elijah Wood";"168";"1981-01-28";\N
"nm0000705";"Robin Wright";"168";"1966-04-08";\N
"nm0000706";"Michelle Yeoh";"163";"1962-08-06";"tt3104988"
"nm0000707";"Sean Young";"173";"1959-11-20";\N
"nm0000708";"Billy Zane";"184";"1966-02-24";\N
"nm0000713";"Joel Oliansky";\N;"1935-10-11";\N
"nm0000714";"Willie Aames";"168";"1960-07-15";\N
"nm0000719";"F. Murray Abraham";"178";"1939-10-24";\N
"nm0000725";"Joey Lauren Adams";"163";"1968-01-09";\N
"nm0000729";"Casey Affleck";"175";"1975-08-12";"tt4034228"
"nm0000732";"Danny Aiello";"189";"1933-06-20";\N
"nm0000741";"Tim Allen";"179";"1953-06-13";\N
"nm0000744";"Maria Conchita Alonso";"169";"1957-06-29";\N
"nm0000754";"Kevin Anderson";"179";"1960-01-13";\N
"nm0000759";"Paul Thomas Anderson";"179";"1970-06-26";\N
"nm0000767";"Jean-Hugues Anglade";"175";"1955-07-29";\N
"nm0000775";"Christina Applegate";"165";"1971-11-25";\N
"nm0000776";"Michael Apted";"180";"1941-02-10";"tt1734493"
"nm0000796";"Dana Ashbrook";"183";"1967-05-24";\N
"nm0000798";"Linden Ashby";"182";"1960-05-23";\N
"nm0000800";"Armand Assante";"178";"1949-10-04";\N
"nm0000801";"Olivier Assayas";\N;"1955-01-25";"tt4714782"
"nm0000804";"Stéphane Audran";"169";"1932-11-08";\N
"nm0000806";"Bille August";\N;"1948-11-09";\N
"nm0000809";"Daniel Auteuil";"170";"1950-01-24";\N
"nm0000818";"Shabana Azmi";"168";"1950-09-18";\N
"nm0000821";"Amitabh Bachchan";"183";"1942-10-11";\N
"nm0000828";"Barbara Bain";"176";"1931-09-13";\N
"nm0000836";"Scott Bakula";"182";"1954-10-09";\N
"nm0000838";"Daniel Baldwin";"188";"1960-10-05";\N
"nm0000841";"Michael Ballhaus";\N;"1935-08-05";\N
"nm0000846";"Ian Bannen";"185";"1928-06-29";\N
"nm0000848";"Olivia Barash";"155";"1965-01-11";\N
"nm0000849";"Javier Bardem";"181";"1969-03-01";\N
"nm0000851";"Lex Barker";"193";"1919-05-08";\N
"nm0000855";"Raymond J. Barry";"184";"1939-03-14";\N
"nm0000859";"Lionel Barrymore";"183";"1878-04-28";\N
"nm0000860";"Paul Bartel";\N;"1938-08-06";\N
"nm0000865";"Richard Basehart";"175";"1914-08-31";\N
"nm0000866";"Saul Bass";\N;"1920-05-08";\N
"nm0000867";"Jason Bateman";"180";"1969-01-14";\N
"nm0000869";"Alan Bates";"175";"1934-02-17";\N
"nm0000871";"Randall Batinkoff";"193";"1968-10-16";\N
"nm0000876";"Noah Baumbach";"175";"1969-09-03";\N
"nm0000882";"Nathalie Baye";"168";"1948-07-06";\N
"nm0000884";"Jennifer Beals";"173";"1963-12-19";\N
"nm0000889";"Bonnie Bedelia";"163";"1948-03-25";\N
"nm0000893";"Ed Begley Jr.";"193";"1949-09-16";\N
"nm0000894";"Jean-Jacques Beineix";\N;"1946-10-08";\N
"nm0000898";"Kathleen Beller";"159";"1956-02-19";\N
"nm0000899";"Monica Bellucci";"171";"1964-09-30";\N
"nm0000906";"Annette Bening";"173";"1958-05-29";"tt4385888"
"nm0000915";"Bruce Beresford";\N;"1940-08-16";"tt6684884"
"nm0000916";"Peter Berg";"185";"1964-03-11";\N
"nm0000917";"Polly Bergen";"165";"1930-07-14";\N
"nm0000918";"Helmut Berger";"184";"1944-05-29";\N
"nm0000929";"Corbin Bernsen";"180";"1954-09-07";\N
"nm0000932";"Halle Berry";"166";"1966-08-14";\N
"nm0000935";"Bibi Besch";"165";"1942-02-01";\N
"nm0000936";"Martine Beswick";"168";"1941-09-26";\N
"nm0000941";"Kathryn Bigelow";"182";"1951-11-27";\N
"nm0000946";"Whit Bissell";"173";"1909-10-25";\N
"nm0000949";"Cate Blanchett";"174";"1969-05-14";\N
"nm0000953";"Peter Bogdanovich";"178";"1939-07-30";"tt0069049"
"nm0000958";"John Boorman";"173";"1933-01-18";\N
"nm0000960";"Barry Bostwick";"193";"1945-02-24";\N
"nm0000962";"Carole Bouquet";"173";"1957-08-18";\N
"nm0000965";"Danny Boyle";"182";"1956-10-20";\N
"nm0000973";"Benjamin Bratt";"187";"1963-12-16";"tt2380307"
"nm0000977";"Beau Bridges";"179";"1941-12-09";\N
"nm0000978";"Lloyd Bridges";"182";"1913-01-15";\N
"nm0000979";"Wilford Brimley";"173";"1934-09-27";\N
"nm0000980";"Jim Broadbent";"188";"1949-05-24";\N
"nm0000981";"James Brolin";"191";"1940-07-18";\N
"nm0000982";"Josh Brolin";"179";"1968-02-12";"tt4154796,tt4154756"
"nm0000991";"Geneviève Bujold";"163";"1942-07-01";\N
"nm0000995";"Ellen Burstyn";"170";"1932-12-07";\N
"nm0000997";"Gary Busey";"182";"1944-06-29";\N
"nm0000998";"Jake Busey";"191";"1971-06-15";\N
"nm0001002";"Dean Cain";"182";"1966-07-31";\N
"nm0001015";"Robert Carlyle";"170";"1961-04-14";\N
"nm0001021";"Veronica Cartwright";"168";"1949-04-20";\N
"nm0001022";"Dana Carvey";"173";"1955-06-02";\N
"nm0001024";"Nick Cassavetes";"198";"1959-05-21";\N
"nm0001029";"Jim Caviezel";"187";"1968-09-26";\N
"nm0001035";"Ben Chaplin";"180";"1970-07-31";\N
"nm0001036";"Geraldine Chaplin";"165";"1944-07-31";\N
"nm0001040";"Joan Chen";"163";"1961-04-26";\N
"nm0001044";"Rae Dawn Chong";"173";"1961-02-28";\N
"nm0001047";"Michael Cimino";"165";"1939-02-03";\N
"nm0001050";"Montgomery Clift";"178";"1920-10-17";\N
"nm0001057";"Toni Collette";"173";"1972-11-01";"tt7784604"
"nm0001068";"Sofia Coppola";"166";"1971-05-14";"tt5592248"
"nm0001074";"Ronny Cox";"188";"1938-07-23";\N
"nm0001082";"Billy Crudup";"174";"1968-07-08";\N
"nm0001084";"Ice Cube";"173";"1969-06-15";\N
"nm0001085";"Kieran Culkin";"170";"1982-09-30";\N
"nm0001086";"Alan Cumming";"178";"1965-01-27";\N
"nm0001095";"Béatrice Dalle";"170";"1964-12-19";\N
"nm0001097";"Charles Dance";"191";"1946-10-10";\N
"nm0001100";"Blythe Danner";"170";"1943-02-03";\N
"nm0001102";"Joe Dante";"166";"1946-11-28";\N
"nm0001107";"Stacey Dash";"165";"1967-01-20";\N
"nm0001117";"Bruce Davison";"185";"1946-06-28";\N
"nm0001121";"Brandon De Wilde";"174";"1942-04-09";\N
"nm0001125";"Benicio Del Toro";"188";"1967-02-19";\N
"nm0001130";"Ted Demme";"183";"1963-10-26";\N
"nm0001131";"Patrick Dempsey";"179";"1966-01-13";\N
"nm0001132";"Judi Dench";"155";"1934-12-09";\N
"nm0001134";"Bob Denver";"173";"1935-01-09";\N
"nm0001136";"Bruce Dern";"183";"1936-06-04";\N
"nm0001143";"Kevin Dillon";"175";"1965-08-19";\N
"nm0001147";"Shannen Doherty";"163";"1971-04-12";\N
"nm0001151";"Stephen Dorff";"173";"1973-07-29";\N
"nm0001152";"Illeana Douglas";"174";"1965-07-25";\N
"nm0001156";"Olympia Dukakis";"160";"1931-06-20";\N
"nm0001168";"Bob Dylan";"171";"1941-05-24";\N
"nm0001169";"George Dzundza";"177";"1945-07-19";\N
"nm0001175";"Blake Edwards";"178";"1922-07-26";\N
"nm0001177";"Chris Eigeman";\N;"1965-03-01";\N
"nm0001179";"Anita Ekberg";"169";"1931-09-29";\N
"nm0001191";"Adam Sandler";"177";"1966-09-09";\N
"nm0001194";"Jeff Fahey";"183";"1952-11-29";"tt0437086"
"nm0001199";"Dennis Farina";"183";"1944-02-29";\N
"nm0001200";"Gary Farmer";"189";"1953-06-12";\N
"nm0001209";"William Fichtner";"184";"1956-11-27";\N
"nm0001212";"Joseph Fiennes";"183";"1970-05-27";\N
"nm0001217";"Fionnula Flanagan";"157";"1941-12-10";\N
"nm0001218";"Sean Patrick Flanery";"180";"1965-10-11";\N
"nm0001226";"James Foley";\N;"1953-12-28";"tt4477536"
"nm0001231";"Claire Forlani";"166";"1971-12-17";\N
"nm0001233";"Robert Forster";"177";"1941-07-13";\N
"nm0001235";"William Forsythe";"183";"1955-06-07";\N
"nm0001240";"Dennis Franz";"178";"1944-10-28";\N
"nm0001241";"Stephen Frears";"170";"1941-06-20";\N
"nm0001242";"Matt Frewer";"191";"1958-01-04";\N
"nm0001244";"Sadie Frost";"161";"1965-06-19";\N
"nm0001250";"Charlotte Gainsbourg";"173";"1971-07-21";\N
"nm0001251";"Peter Gallagher";"175";"1955-08-19";\N
"nm0001252";"Vincent Gallo";"180";"1961-04-11";\N
"nm0001277";"Scott Glenn";"183";"1939-01-26";\N
"nm0001278";"John Glover";"183";"1944-08-07";\N
"nm0001283";"Louis Gossett Jr.";"189";"1936-05-27";\N
"nm0001285";"Elliott Gould";"191";"1938-08-29";\N
"nm0001287";"Heather Graham";"171";"1970-01-29";\N
"nm0001289";"Stewart Granger";"188";"1913-05-06";\N
"nm0001290";"Richard E. Grant";"188";"1957-05-05";"tt4595882"
"nm0001291";"Rupert Graves";"180";"1963-06-30";\N
"nm0001295";"Graham Greene";"179";"1952-06-22";"tt5362988"
"nm0001298";"Richard Grieco";"178";"1965-03-23";\N
"nm0001299";"Thomas Ian Griffith";"193";"1962-03-18";\N
"nm0001303";"Carla Gugino";"165";"1971-08-29";\N
"nm0001307";"Stacy Haiduk";"170";"1968-04-24";\N
"nm0001314";"John Hannah";"178";"1962-04-23";\N
"nm0001324";"Ian Hart";"172";"1964-10-08";\N
"nm0001326";"Josh Hartnett";"190";"1978-07-21";\N
"nm0001327";"David Hasselhoff";"193";"1952-07-17";"tt3896198"
"nm0001331";"Todd Haynes";"178";"1961-01-02";\N
"nm0001333";"Susan Hayward";"160";"1917-06-30";\N
"nm0001334";"John Heard";"176";"1946-03-07";\N
"nm0001341";"Florence Henderson";"160";"1934-02-14";\N
"nm0001348";"Werner Herzog";"183";"1942-09-05";\N
"nm0001352";"Terence Hill";"182";"1939-03-29";\N
